0.000000,0.084757,0.038476,0.047501,0.110509,0.139888,0.103237,0.206307,0.149763,0.108629,0.140656,0.233725,0.156628,0.058967,0.113018,0.144398,0.077305,0.140406,0.234054,0.230324,0.119874,0.081178,0.142961,0.152564,0.071783,0.069251,0.102549,0.067176,0.081749,0.274508,0.285222,0.058442,0.092739,0.091571,0.148218,0.077459,0.069590,0.086551,0.106283,0.085487,0.059382,0.071323,0.098559,0.047212,0.074142,0.085518,0.074394,0.115667,0.091848,0.121761,0.090981,0.091453,0.172947,0.078792,0.082330,0.290073,0.355149,0.069938,0.137856,0.089133,0.078533,0.093769,0.351332,0.358523,0.340567,0.068458,0.272577,0.151246,0.151795,0.139356,0.149345,0.084982,0.081739,0.071308,0.067346,0.085000,0.083216,0.372083,0.369635,0.190473,0.064743,0.063361,0.137803,0.065859,0.107462,0.113248,0.304379,0.041213,0.041059,0.029172,0.092593,0.075367,0.110005,0.101645,0.092813,0.123589,0.117910,0.099417,0.085409,0.044798,0.192429,0.109787,0.088187,0.099462,0.093985,0.136857,0.150134,0.128967,0.121319,0.099715,0.074682,0.268813,0.097477,0.327358,0.149463,0.120325,0.073121,0.137876,0.147107,0.112007,0.135650,0.123689,0.053015,0.157248,0.078713,0.046527,0.136464,0.095629,0.080431,0.129128,0.144733,0.274277,0.130863,0.077063,0.093316,0.256541,0.106882,0.054141,0.078169,0.298702,0.259228,0.097171,0.079696,0.076937,0.091157,0.100106,0.075640,0.157071,0.151478,0.153137,0.128419,0.190191,0.144475,0.127461,0.152270,0.150056,0.105173,0.107416,0.208728,0.224125,0.093422,0.088715,0.136889,0.052939,0.047874,0.118108,0.070493,0.269146,0.134831,0.086863,0.221586,0.226076,0.137705,0.160378,0.090433,0.081862,0.183575,0.049910,0.133462,0.152680,0.090002,0.127186,0.223776,0.143297,0.076760,0.101781,0.140406,0.227479,0.081844,0.143261,0.169376,0.078106,0.151648,0.064029,0.087271,0.151048,0.107624,0.165051,0.124450,0.109301,0.090610,0.078733,0.101179,0.154475,0.098748,0.161277,0.627288,0.156833,0.110533,0.115846,0.108440,0.090439,0.146445,0.157924,0.115546,0.047421,0.355917,0.158723,0.051141,0.053016,0.097456,0.051871,0.159656,0.392283,0.110499,0.056137,0.099656,0.099177
0.084757,0.000000,0.049346,0.052538,0.063525,0.081660,0.069619,0.077823,0.065121,0.064601,0.122429,0.086086,0.079981,0.043065,0.083362,0.079590,0.044512,0.057460,0.077368,0.075684,0.071121,0.045598,0.075270,0.095210,0.058312,0.040076,0.059459,0.040605,0.049638,0.060898,0.064129,0.045220,0.054334,0.059125,0.115194,0.050069,0.051484,0.059761,0.061868,0.047633,0.034644,0.044475,0.067992,0.028817,0.051697,0.067260,0.057468,0.069427,0.050209,0.085208,0.061203,0.056987,0.106378,0.046321,0.052754,0.066789,0.088823,0.049274,0.138686,0.049379,0.054054,0.049412,0.085284,0.092863,0.077000,0.055951,0.062299,0.129985,0.121863,0.071294,0.118482,0.048380,0.055046,0.036227,0.045031,0.069451,0.047894,0.088402,0.084831,0.070832,0.042789,0.050220,0.078662,0.046028,0.056928,0.076693,0.072957,0.042918,0.046115,0.031802,0.059385,0.051685,0.058150,0.066745,0.052869,0.084881,0.081172,0.103303,0.097135,0.044588,0.091598,0.088465,0.101050,0.080734,0.085860,0.095784,0.109693,0.106610,0.108125,0.055998,0.071868,0.107118,0.056026,0.087124,0.064414,0.065962,0.048479,0.083254,0.071876,0.052928,0.109325,0.081838,0.044624,0.071680,0.058148,0.049903,0.122262,0.074337,0.054693,0.115971,0.131579,0.064174,0.084977,0.039239,0.052870,0.060586,0.065019,0.041840,0.055132,0.069104,0.070114,0.057746,0.048695,0.047739,0.053765,0.064424,0.043897,0.072575,0.073886,0.077411,0.086283,0.073731,0.056154,0.078116,0.084363,0.092258,0.070669,0.053486,0.077378,0.115374,0.073674,0.052745,0.074287,0.052637,0.045512,0.064793,0.034971,0.104514,0.103946,0.055938,0.059761,0.058385,0.100728,0.100396,0.054309,0.044544,0.078579,0.041531,0.049881,0.063469,0.056545,0.077480,0.109749,0.077996,0.043757,0.076901,0.061324,0.081960,0.057755,0.067093,0.084842,0.044536,0.085212,0.083189,0.048889,0.084674,0.091271,0.077863,0.063574,0.066062,0.052649,0.067988,0.052257,0.074486,0.081654,0.082979,0.087939,0.077005,0.072851,0.084137,0.062082,0.058224,0.074369,0.081176,0.100440,0.055590,0.068600,0.072023,0.042189,0.040529,0.057796,0.031313,0.097587,0.084610,0.083345,0.042891,0.060004,0.074119
0.038476,0.049346,0.000000,0.043019,0.039067,0.039490,0.053618,0.039807,0.042362,0.057604,0.048037,0.047674,0.043463,0.034370,0.047479,0.046066,0.059534,0.048221,0.045084,0.045853,0.047370,0.045875,0.044007,0.043557,0.036767,0.046218,0.053417,0.045348,0.050090,0.053807,0.049198,0.043943,0.050343,0.040043,0.044424,0.054502,0.052609,0.045422,0.047218,0.049260,0.039866,0.047749,0.044195,0.037940,0.053426,0.040434,0.045577,0.043424,0.051954,0.032499,0.042435,0.051747,0.043726,0.049455,0.049210,0.053478,0.035693,0.046036,0.037351,0.049559,0.052622,0.055836,0.038311,0.033304,0.040492,0.050419,0.041703,0.038009,0.037849,0.038701,0.039901,0.047171,0.044719,0.041914,0.056224,0.050734,0.057052,0.042252,0.040166,0.044901,0.051087,0.047204,0.039499,0.051378,0.049255,0.043906,0.049039,0.374278,0.568054,0.053428,0.043280,0.039828,0.048068,0.047573,0.051826,0.038671,0.042993,0.039362,0.035422,0.274311,0.046543,0.040181,0.040172,0.037065,0.034304,0.032535,0.038661,0.034682,0.044795,0.047200,0.049272,0.045357,0.048673,0.042430,0.042294,0.039942,0.052444,0.042056,0.050350,0.044213,0.040773,0.040921,0.042170,0.044938,0.043058,0.037828,0.038952,0.036277,0.043180,0.039552,0.041137,0.052385,0.039566,0.048452,0.038109,0.053652,0.045786,0.055753,0.044026,0.046669,0.044926,0.050105,0.049189,0.036610,0.048227,0.051355,0.050173,0.044972,0.050204,0.049253,0.036985,0.046429,0.045705,0.044413,0.044353,0.043976,0.036509,0.051954,0.046556,0.042853,0.052257,0.053611,0.047618,0.040427,0.040513,0.050134,0.041087,0.044841,0.041286,0.048314,0.055925,0.055100,0.040434,0.037098,0.042992,0.047424,0.043719,0.042880,0.043271,0.042150,0.047594,0.041851,0.041448,0.052105,0.051319,0.047013,0.036897,0.040738,0.038728,0.038223,0.039010,0.046226,0.049460,0.043715,0.046284,0.042479,0.032324,0.036924,0.046441,0.044356,0.041605,0.041599,0.048409,0.044879,0.043586,0.040481,0.045513,0.035971,0.037664,0.041815,0.043408,0.044069,0.039798,0.045300,0.047302,0.094512,0.037662,0.045211,0.043417,0.043144,0.048743,0.042771,0.041245,0.042005,0.040198,0.040442,0.048704,0.036922
0.047501,0.052538,0.043019,0.000000,0.047772,0.054733,0.049612,0.044775,0.048516,0.049104,0.048973,0.052731,0.053575,0.043663,0.049382,0.063942,0.051524,0.050540,0.050976,0.056202,0.045226,0.047484,0.054757,0.054467,0.044450,0.046171,0.052050,0.036607,0.048839,0.043584,0.045307,0.042768,0.047488,0.048492,0.055097,0.053914,0.052218,0.051046,0.053333,0.042258,0.038853,0.035982,0.053336,0.034043,0.041265,0.050142,0.048085,0.047135,0.053741,0.046916,0.051704,0.048493,0.058942,0.041641,0.053088,0.048902,0.045085,0.043032,0.059724,0.053810,0.051740,0.054903,0.039877,0.046785,0.044752,0.046772,0.046258,0.037879,0.047843,0.048308,0.045604,0.044181,0.040761,0.038520,0.053334,0.055707,0.053838,0.051544,0.047809,0.045082,0.046666,0.036983,0.044114,0.049899,0.057105,0.054047,0.053775,0.046956,0.047070,0.032373,0.050078,0.047291,0.051907,0.061776,0.058287,0.054902,0.047177,0.045179,0.055736,0.041672,0.045088,0.056465,0.054925,0.052543,0.064556,0.041689,0.045601,0.046986,0.042795,0.046880,0.048663,0.057063,0.052309,0.047060,0.052588,0.047762,0.055137,0.039220,0.058969,0.051187,0.049520,0.053032,0.039520,0.043953,0.047053,0.038590,0.056663,0.044229,0.052105,0.060448,0.053700,0.059430,0.050542,0.052000,0.048278,0.061301,0.042752,0.042026,0.049753,0.051035,0.047356,0.047263,0.051490,0.042696,0.044692,0.054741,0.045731,0.043029,0.048428,0.050433,0.064031,0.052519,0.046461,0.046457,0.044128,0.047476,0.056088,0.047772,0.046105,0.049582,0.047757,0.042538,0.044819,0.043374,0.046377,0.044556,0.040057,0.056553,0.048119,0.052323,0.052638,0.054943,0.042603,0.056138,0.046425,0.047809,0.047192,0.036261,0.038448,0.051288,0.056624,0.041972,0.051301,0.050049,0.044629,0.053480,0.058419,0.040514,0.053717,0.051304,0.047424,0.044597,0.055547,0.059775,0.043218,0.049170,0.049700,0.051766,0.042647,0.048814,0.042387,0.038586,0.048733,0.050876,0.051771,0.054349,0.046648,0.048408,0.046937,0.052187,0.051159,0.053075,0.049606,0.046183,0.048201,0.055911,0.047918,0.046888,0.040383,0.046839,0.055712,0.032396,0.055718,0.050875,0.049913,0.047275,0.046592,0.047788
0.110509,0.063525,0.039067,0.047772,0.000000,0.118555,0.080974,0.160158,0.103100,0.073274,0.092155,0.138313,0.139752,0.038518,0.071840,0.146350,0.047702,0.087654,0.109216,0.112153,0.068914,0.093070,0.083059,0.100522,0.086978,0.054873,0.064890,0.053000,0.052029,0.087094,0.086302,0.044873,0.067765,0.066349,0.118520,0.052441,0.056865,0.065953,0.067125,0.052308,0.046772,0.047821,0.063055,0.043860,0.052036,0.070610,0.052419,0.090380,0.061832,0.099643,0.068781,0.060534,0.128789,0.056001,0.058533,0.097062,0.131088,0.054376,0.093710,0.061519,0.059670,0.057039,0.131452,0.132629,0.127926,0.052316,0.090743,0.122948,0.098313,0.138465,0.100891,0.054911,0.059605,0.044120,0.045017,0.053116,0.053655,0.113467,0.111935,0.085434,0.046130,0.048982,0.090220,0.057989,0.068199,0.081616,0.096848,0.052422,0.053586,0.035178,0.067822,0.079478,0.070878,0.063276,0.056537,0.082980,0.090299,0.078358,0.075959,0.049940,0.108252,0.089564,0.073054,0.076245,0.081217,0.090228,0.092293,0.108864,0.102208,0.059085,0.059161,0.112390,0.064895,0.128097,0.115308,0.116102,0.051232,0.083991,0.156159,0.070295,0.090320,0.090642,0.045042,0.132071,0.056659,0.041913,0.096210,0.078444,0.088055,0.113608,0.119660,0.091948,0.094556,0.050674,0.082167,0.096120,0.060052,0.045677,0.070895,0.100039,0.099187,0.057871,0.055842,0.077595,0.066196,0.090297,0.053689,0.126660,0.086370,0.089708,0.114075,0.089683,0.093747,0.137515,0.139756,0.139867,0.089402,0.083521,0.100456,0.138443,0.084487,0.063719,0.135221,0.038533,0.049995,0.069102,0.063171,0.113208,0.095339,0.056019,0.084310,0.084365,0.100097,0.123004,0.086457,0.055468,0.112745,0.046955,0.073871,0.141028,0.105354,0.102991,0.144199,0.103742,0.086628,0.090925,0.133094,0.165855,0.067383,0.134738,0.128348,0.055596,0.103847,0.057334,0.077865,0.112217,0.089057,0.127457,0.070598,0.129486,0.094987,0.077610,0.076533,0.167338,0.076403,0.108575,0.104717,0.112913,0.076790,0.077672,0.069649,0.080821,0.111572,0.115434,0.091764,0.051942,0.128077,0.112392,0.047720,0.054647,0.084513,0.042677,0.142948,0.115986,0.089625,0.039665,0.104881,0.082753
0.139888,0.081660,0.039490,0.054733,0.118555,0.000000,0.115846,0.154193,0.119420,0.119771,0.149139,0.140357,0.141005,0.053259,0.088761,0.156009,0.063313,0.083830,0.135688,0.127106,0.085149,0.080865,0.107068,0.155743,0.070160,0.063037,0.093044,0.059268,0.085207,0.111468,0.106953,0.062519,0.092679,0.098159,0.172783,0.073191,0.067918,0.087437,0.096392,0.074625,0.057563,0.053660,0.097984,0.047337,0.073027,0.095126,0.076695,0.116259,0.086552,0.133453,0.098103,0.088252,0.151195,0.062804,0.075265,0.108686,0.154827,0.065898,0.122322,0.086698,0.076827,0.084315,0.158298,0.163299,0.136799,0.066176,0.105120,0.164990,0.143605,0.162219,0.145570,0.070586,0.074424,0.072805,0.069350,0.079118,0.073605,0.120894,0.124287,0.094353,0.060993,0.058666,0.115912,0.065443,0.096591,0.114236,0.108998,0.045313,0.050518,0.028987,0.091237,0.068646,0.103493,0.086480,0.068582,0.121378,0.119996,0.112282,0.100378,0.046716,0.140616,0.120330,0.103619,0.101549,0.104407,0.123767,0.129403,0.144847,0.143689,0.101422,0.090155,0.145108,0.074023,0.158558,0.126827,0.105177,0.059666,0.120229,0.149257,0.086308,0.139909,0.123331,0.043784,0.178618,0.072444,0.048472,0.124005,0.093670,0.090205,0.141814,0.158600,0.105786,0.126225,0.059596,0.083408,0.107569,0.088201,0.054640,0.081499,0.114189,0.105936,0.069718,0.072365,0.083274,0.070338,0.104930,0.067818,0.186094,0.105735,0.108300,0.131968,0.120836,0.088046,0.145414,0.166976,0.166125,0.086071,0.104802,0.136967,0.186510,0.114320,0.082334,0.180739,0.054110,0.046375,0.087534,0.063301,0.142974,0.130078,0.080686,0.088334,0.086449,0.126349,0.152331,0.085564,0.082267,0.140208,0.043820,0.071839,0.166378,0.086340,0.136947,0.191666,0.126792,0.075484,0.102675,0.157831,0.174802,0.078472,0.151438,0.175132,0.076680,0.135648,0.080270,0.082000,0.129507,0.119068,0.177858,0.089248,0.146209,0.087990,0.064344,0.088494,0.137056,0.093912,0.135873,0.133737,0.126887,0.096396,0.089655,0.111243,0.100993,0.152008,0.161335,0.106698,0.050079,0.143540,0.140720,0.042937,0.044336,0.107053,0.062470,0.174996,0.131413,0.091726,0.064672,0.106821,0.094826
0.103237,0.069619,0.053618,0.049612,0.080974,0.115846,0.000000,0.099496,0.087529,0.500451,0.104841,0.107791,0.129044,0.046087,0.074066,0.107021,0.057039,0.079686,0.095882,0.097949,0.074596,0.084494,0.073067,0.105911,0.078092,0.054389,0.073965,0.048352,0.057185,0.077616,0.074195,0.051355,0.077772,0.082434,0.117375,0.070778,0.055332,0.083708,0.069400,0.060396,0.047397,0.046677,0.071620,0.042660,0.060192,0.080727,0.048813,0.072104,0.069205,0.116621,0.079952,0.069679,0.103494,0.058444,0.064890,0.075411,0.122803,0.054257,0.090860,0.068472,0.061417,0.065506,0.127757,0.114895,0.108821,0.057361,0.082528,0.113162,0.108421,0.108035,0.109134,0.060577,0.073173,0.069607,0.056456,0.070918,0.057681,0.105191,0.101117,0.097954,0.051759,0.059789,0.094033,0.056686,0.077337,0.075235,0.087818,0.047963,0.050996,0.039477,0.076888,0.075208,0.083344,0.066545,0.070110,0.088635,0.084711,0.083373,0.083440,0.055452,0.108816,0.095723,0.079502,0.076702,0.069422,0.086632,0.095362,0.111007,0.092488,0.070033,0.073893,0.102236,0.068538,0.117022,0.125523,0.105146,0.055239,0.084640,0.108963,0.068270,0.112304,0.087144,0.039343,0.112144,0.070635,0.040976,0.087830,0.069830,0.086848,0.105090,0.123992,0.073248,0.093923,0.049801,0.092627,0.078215,0.076574,0.048752,0.082509,0.086696,0.080164,0.066668,0.064730,0.065194,0.068316,0.088435,0.061872,0.119061,0.094287,0.096546,0.105169,0.079158,0.079710,0.089729,0.105437,0.110620,0.066177,0.070430,0.083223,0.123061,0.145054,0.075058,0.107284,0.035376,0.038564,0.077076,0.058995,0.102012,0.113149,0.055042,0.067163,0.067822,0.116682,0.110073,0.092166,0.052469,0.115965,0.047526,0.071389,0.096633,0.101661,0.090553,0.132018,0.104651,0.073145,0.086004,0.092922,0.115998,0.081800,0.097892,0.094632,0.051955,0.088467,0.059383,0.076017,0.073579,0.097851,0.094606,0.076379,0.100277,0.088895,0.071004,0.073276,0.091535,0.075434,0.082714,0.100378,0.098122,0.070607,0.088716,0.076034,0.090909,0.095691,0.103313,0.083559,0.055157,0.105718,0.106604,0.047192,0.041261,0.140147,0.054008,0.101461,0.102134,0.067455,0.036100,0.077254,0.067643
0.206307,0.077823,0.039807,0.044775,0.160158,0.154193,0.099496,0.000000,0.165722,0.103688,0.159192,0.198212,0.186795,0.051137,0.124670,0.163722,0.090305,0.105332,0.150945,0.145732,0.120186,0.084197,0.146840,0.173093,0.093914,0.077528,0.135930,0.071034,0.099800,0.154547,0.149374,0.069044,0.118062,0.100946,0.204384,0.109278,0.079219,0.104944,0.116340,0.088443,0.062430,0.070005,0.111149,0.048997,0.073565,0.096794,0.073165,0.169966,0.108157,0.143997,0.111415,0.119711,0.173794,0.074002,0.108383,0.158902,0.220735,0.072663,0.167512,0.114299,0.102376,0.113180,0.226209,0.228319,0.188034,0.080399,0.160883,0.213454,0.145404,0.168432,0.145339,0.072440,0.072484,0.096178,0.075825,0.098585,0.099790,0.189603,0.199734,0.118478,0.069081,0.072542,0.164558,0.074117,0.122365,0.156390,0.159773,0.039713,0.048498,0.027511,0.117447,0.087166,0.112821,0.121383,0.107878,0.131639,0.135179,0.117258,0.113739,0.042103,0.192452,0.130561,0.110539,0.121957,0.117437,0.140576,0.150960,0.163786,0.144408,0.116961,0.102836,0.164093,0.101702,0.220741,0.172011,0.109718,0.085970,0.162613,0.176471,0.128992,0.153965,0.125206,0.053383,0.170115,0.070976,0.039249,0.153119,0.117237,0.084657,0.166010,0.216742,0.164019,0.175760,0.082250,0.082666,0.165299,0.116277,0.065398,0.095877,0.152860,0.147816,0.116662,0.092603,0.080496,0.115299,0.106268,0.076960,0.172540,0.164422,0.163844,0.154440,0.151494,0.104086,0.144324,0.158949,0.172457,0.102126,0.125602,0.159329,0.209973,0.092578,0.089797,0.157034,0.054769,0.049885,0.122559,0.070415,0.155993,0.155317,0.099894,0.136184,0.137927,0.145610,0.184609,0.089063,0.100709,0.178287,0.058948,0.092501,0.159965,0.104591,0.184624,0.205640,0.156136,0.077697,0.096550,0.145656,0.556993,0.105842,0.163780,0.183886,0.097272,0.184739,0.077719,0.093629,0.174534,0.131023,0.178687,0.123394,0.138101,0.102078,0.080700,0.141778,0.166365,0.123191,0.185449,0.196472,0.186821,0.121187,0.121482,0.138401,0.104820,0.187699,0.188619,0.127531,0.052471,0.211397,0.175638,0.055436,0.060995,0.100409,0.064761,0.181948,0.192971,0.111980,0.058524,0.095982,0.115149
0.149763,0.065121,0.042362,0.048516,0.103100,0.119420,0.087529,0.165722,0.000000,0.088275,0.124985,0.136403,0.186935,0.039018,0.106237,0.139320,0.077433,0.071098,0.142704,0.140713,0.126019,0.064763,0.131520,0.173238,0.080149,0.061024,0.105621,0.057087,0.075875,0.123583,0.111424,0.058179,0.085237,0.082742,0.137683,0.091306,0.066222,0.087128,0.093340,0.075764,0.065392,0.060819,0.082508,0.045558,0.066733,0.087323,0.065714,0.128125,0.080947,0.117174,0.090000,0.105715,0.187389,0.068514,0.094017,0.116021,0.174000,0.080579,0.107816,0.084763,0.079263,0.080903,0.181470,0.174186,0.140877,0.071889,0.126814,0.133269,0.122955,0.128727,0.121481,0.078263,0.074883,0.067190,0.070471,0.093426,0.075969,0.145853,0.149509,0.105565,0.070986,0.066721,0.095177,0.066372,0.081313,0.087736,0.118623,0.040908,0.039433,0.034217,0.091611,0.075094,0.099219,0.096907,0.091585,0.121786,0.125219,0.074221,0.080561,0.046029,0.180545,0.104709,0.081310,0.109122,0.116012,0.115797,0.116652,0.113641,0.105662,0.081564,0.080272,0.173330,0.086464,0.179443,0.131776,0.083275,0.072059,0.103918,0.112842,0.105783,0.124114,0.117564,0.046267,0.146966,0.077297,0.037046,0.105135,0.076170,0.066858,0.130272,0.116305,0.126899,0.090571,0.059856,0.068010,0.112275,0.084751,0.063791,0.092455,0.109414,0.109733,0.073448,0.074411,0.059431,0.092820,0.079153,0.074859,0.145106,0.135713,0.139355,0.104612,0.121487,0.066318,0.166236,0.184350,0.185980,0.082340,0.096997,0.122620,0.252735,0.073423,0.082653,0.130928,0.051714,0.043366,0.126556,0.066996,0.167781,0.129095,0.070605,0.104137,0.108858,0.125446,0.215218,0.075452,0.077203,0.194912,0.047077,0.058259,0.129025,0.067933,0.124445,0.249843,0.166613,0.058314,0.077958,0.119678,0.168857,0.078407,0.129461,0.155359,0.083329,0.142821,0.068333,0.074518,0.170966,0.100399,0.152908,0.130101,0.113451,0.068053,0.080554,0.094728,0.127368,0.107187,0.181138,0.143143,0.148275,0.079073,0.102879,0.086114,0.059015,0.126558,0.115664,0.110494,0.059451,0.142168,0.178063,0.046424,0.058134,0.072792,0.054669,0.196693,0.143703,0.085247,0.045532,0.078499,0.075960
0.108629,0.064601,0.057604,0.049104,0.073274,0.119771,0.500451,0.103688,0.088275,0.000000,0.102237,0.108440,0.125101,0.044455,0.085947,0.104567,0.060164,0.076137,0.099844,0.095379,0.071436,0.070983,0.086170,0.105733,0.070002,0.052132,0.075961,0.053874,0.064380,0.077011,0.073759,0.051989,0.078074,0.083573,0.123252,0.067042,0.056069,0.081236,0.072072,0.060225,0.052763,0.044812,0.076865,0.044062,0.063966,0.083624,0.055890,0.074650,0.076468,0.109445,0.080497,0.064925,0.103492,0.062682,0.068626,0.079211,0.128963,0.056868,0.087153,0.069401,0.065581,0.068536,0.127381,0.125999,0.100239,0.056146,0.072158,0.107106,0.109403,0.106141,0.115000,0.064890,0.065091,0.072331,0.056364,0.074405,0.061137,0.102749,0.104360,0.103011,0.056584,0.058683,0.096998,0.055959,0.078664,0.085378,0.087170,0.047240,0.055280,0.041100,0.082485,0.069228,0.077752,0.076656,0.066299,0.101521,0.104675,0.076697,0.078671,0.050093,0.096935,0.096593,0.081281,0.082352,0.074756,0.091924,0.096667,0.092230,0.096386,0.080073,0.065601,0.100518,0.068699,0.119470,0.116277,0.105364,0.055856,0.076591,0.102814,0.076383,0.120885,0.104194,0.049792,0.107705,0.068149,0.044759,0.081052,0.071166,0.077806,0.103982,0.113402,0.076109,0.098285,0.053295,0.083149,0.085254,0.068742,0.048152,0.081820,0.084271,0.077464,0.062275,0.061891,0.061238,0.066085,0.082356,0.067122,0.110427,0.092177,0.098486,0.104464,0.086212,0.075131,0.084402,0.104924,0.105218,0.060055,0.079683,0.081008,0.123962,0.133757,0.078093,0.109195,0.036921,0.044730,0.074496,0.058929,0.102811,0.111007,0.068673,0.068676,0.070798,0.120597,0.101483,0.082712,0.068381,0.112144,0.047711,0.066453,0.101917,0.094499,0.083417,0.127184,0.111348,0.071426,0.087535,0.088154,0.115569,0.078766,0.094794,0.100197,0.056261,0.089928,0.058653,0.085601,0.073106,0.097629,0.097955,0.073656,0.097903,0.086776,0.077220,0.083896,0.093280,0.079617,0.079654,0.099345,0.118506,0.073389,0.089539,0.077996,0.089917,0.103268,0.102227,0.084001,0.056334,0.103663,0.102553,0.045891,0.049058,0.141507,0.055353,0.096508,0.095348,0.064712,0.043619,0.087446,0.075963
